Picture,FragID,Genotype,file,AOI,Tank
10,1732J,1732,10 1732_1747,1,T2
10,1747D,1747,10 1732_1747,2,T2
10,1752G,1752,10 1732_1747,3,T2
10,1750D,1750,10 1732_1747,4,T2
10,1736N,1736,10 1732_1747,5,T2
10,1759G,1759,10 1732_1747,6,T2
10,1748L,1748,10 1732_1747,7,T2
10,1741H,1741,10 1732_1747,8,T2
10,1723M,1723,10 1732_1747,9,T2
11,1727M,1727,11 1727_1745,1,T2
11,1745D,1745,11 1727_1745,2,T2
11,1723E,1723,11 1727_1745,3,T2
11,1751J,1751,11 1727_1745,4,T2
11,1721E,1721,11 1727_1745,5,T2
11,1751K,1751,11 1727_1745,6,T2
11,1759I,1759,11 1727_1745,7,T2
12,1748H,1748,12 1748_1725,1,T2
12,1725G,1725,12 1748_1725,2,T2
12,1735H,1735,12 1748_1725,3,T2
12,1757F,1757,12 1748_1725,4,T2
12,1739D,1739,12 1748_1725,5,T2
12,1734D,1734,12 1748_1725,6,T2
12,1743G,1743,12 1748_1725,7,T2
12,1737O,1737,12 1748_1725,8,T2
12,1735L,1735,12 1748_1725,9,T2
13,1755F,1755,13 1755_1747,1,T2
13,1747B,1747,13 1755_1747,2,T2
13,1727H,1727,13 1755_1747,3,T2
13,1741J,1741,13 1755_1747,4,T2
13,1734N,1734,13 1755_1747,5,T2
13,1728B,1728,13 1755_1747,6,T2
13,1722L,1722,13 1755_1747,7,T2
13,1737G,1737,13 1755_1747,8,T2
13,1752D,1752,13 1755_1747,9,T2
14,1751A,1751,14 1757_1758,1,T2
14,1758D,1758,14 1757_1758,2,T2
14,1748C,1748,14 1757_1758,3,T2
14,1738O,1738,14 1757_1758,4,T2
15,1731O,1731,15 1731_1728_2,1,T2
15,1728D,1728,15 1731_1728_2,2,T2
15,1722B,1722,15 1731_1728_2,3,T2
15,1727C,1727,15 1731_1728_2,4,T2
15,1753F,1753,15 1731_1728_2,5,T2
16,1733A,1733,16 1733_1731,6,T2
16,1731J,1731,16 1733_1731,7,T2
16,1737C,1737,16 1733_1731,8,T2
16,1733O,1733,16 1733_1731,9,T2
17,1747J,1747,17 1747_1728,1,T3
17,1728A,1728,17 1747_1728,2,T3
17,1732L,1732,17 1747_1728,3,T3
17,1759M,1759,17 1747_1728,4,T3
17,1732K,1732,17 1747_1728,5,T3
17,1750L,1750,17 1747_1728,6,T3
17,1726G,1726,17 1747_1728,7,T3
17,1748G,1748,17 1747_1728,8,T3
17,1745K,1745,17 1747_1728,9,T3
18,1721L,1721,18 1721_1738,1,T3
18,1738J,1738,18 1721_1738,2,T3
18,1722M,1722,18 1721_1738,3,T3
18,1739L,1739,18 1721_1738,4,T3
18,1743H,1743,18 1721_1738,5,T3
18,1752N,1752,18 1721_1738,6,T3
18,1739O,1739,18 1721_1738,7,T3
19,1728E,1728,19 1728_1727,1,T3
19,1727B,1727,19 1728_1727,2,T3
19,1753L,1753,19 1728_1727,3,T3
19,1723I,1723,19 1728_1727,4,T3
19,1735A,1735,19 1728_1727,5,T3
19,1753J,1753,19 1728_1727,6,T3
19,1757A,1757,19 1728_1727,7,T3
19,1722K,1722,19 1728_1727,8,T3
19,1747E,1747,19 1728_1727,9,T3
20,1729K,1729,20 1729_1722,1,T3
20,1722O,1722,20 1729_1722,2,T3
20,1737I,1737,20 1729_1722,3,T3
20,1729D,1729,20 1729_1722,4,T3
20,1735F,1735,20 1729_1722,5,T3
20,1755L,1755,20 1729_1722,6,T3
20,1759O,1759,20 1729_1722,7,T3
20,1748J,1748,20 1729_1722,8,T3
20,1736B,1736,20 1729_1722,9,T3
20,1737N,1737,20 1729_1722,10,T3
21,1728L,1728,21 1728_1734,1,T3
21,1734G,1734,21 1728_1734,2,T3
21,1731B,1731,21 1728_1734,3,T3
21,1747F,1747,21 1728_1734,4,T3
21,1743O,1743,21 1728_1734,5,T3
21,1721C,1721,21 1728_1734,6,T3
21,1734L,1734,21 1728_1734,7,T3
21,1745H,1745,21 1728_1734,8,T3
21,1755A,1755,21 1728_1734,9,T3
22,1732N,1732,22 1732_1757,1,T3
22,1757B,1757,22 1732_1757,2,T3
22,1738K,1738,22 1732_1757,3,T3
22,1721K,1721,22 1732_1757,4,T3
22,1727J,1727,22 1732_1757,5,T3
22,1758L,1758,22 1732_1757,6,T3
23,1728O,1728,23 1728_1734_2,1,T3
23,1734E,1734,23 1728_1734_2,2,T3
23,1753O,1753,23 1728_1734_2,3,T3
23,1725C,1725,23 1728_1734_2,4,T3
23,1727D,1727,23 1728_1734_2,5,T3
23,1736O,1736,23 1728_1734_2,6,T3
23,1737K,1737,23 1728_1734_2,7,T3
23,1733C,1733,23 1728_1734_2,8,T3
24,1752A,1752,24 1752_1731,1,T3
24,1731E,1731,24 1752_1731,2,T3
24,1733H,1733,24 1752_1731,3,T3
24,1758H,1758,24 1752_1731,4,T3
24,1737L,1737,24 1752_1731,5,T3
25,1735I,1735,25 1735,1,T3
26,1738I,1738,26 1738,1,T2
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
