  
Date	Temp	pH	pH2	Amp_3	Amp_4	Amp_5	pHx6	Tmpx6	pHx7	Tmpx7	pHx8	Tmpx8	pHx9	Tmpx9	pHx10	Tmpx10	pHx11	Tmpx11	pHx12	Tmpx12	pHx13	Tmpx13	pHx14	Tmpx14	pHx15	Tmpx15	pHx16	Tmpx16	pHx17	Tmpx17	pHx19	Tmpx19	pHx20	Tmpx20	pHx21	Tmpx21
22:40 05/15/2017	-6.2	2.60	6.03	0.9	2.5	4.1	3.99	24.1	8.01	26.3	5.50	23.8	4.01	26.1	6.34	25.8	2.16	26.5	5.31	26.2	6.53	29.6	5.23	47.0	2.15	26.3	6.48	25.8	6.14	26.1	5.52	26.2	6.23	26.0	6.70	25.7
22:50 05/15/2017	-6.2	2.60	6.03	0.9	2.3	3.7	3.99	24.0	8.02	26.3	5.50	23.8	4.01	26.1	6.35	25.8	2.16	26.5	5.31	26.2	6.53	29.5	5.24	47.0	2.15	26.3	6.48	25.9	6.15	26.2	5.52	26.2	6.23	26.0	6.70	25.7
23:00 05/15/2017	-6.2	2.60	6.03	0.9	2.5	3.5	3.99	23.9	8.02	26.3	5.51	23.8	4.01	26.1	6.35	25.8	2.16	26.5	5.31	26.2	6.53	29.4	5.24	46.7	2.15	26.3	6.48	26.1	6.15	26.6	5.52	26.3	6.23	26.0	6.70	25.7
23:10 05/15/2017	-6.2	2.60	6.03	0.9	2.4	3.7	3.99	23.9	8.02	26.3	5.51	23.8	4.01	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.53	29.6	5.24	46.9	2.15	26.3	6.48	26.3	6.15	26.9	5.52	26.6	6.23	26.0	6.70	25.7
23:20 05/15/2017	-6.2	2.60	6.03	0.8	2.3	4.2	3.99	23.8	8.02	26.2	5.51	23.8	4.01	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.53	29.5	5.24	46.7	2.15	26.3	6.48	26.6	6.15	27.1	5.52	26.7	6.23	26.0	6.70	25.7
23:30 05/15/2017	-6.2	2.60	6.03	0.9	2.4	4.2	3.99	23.8	8.02	26.2	5.51	23.8	4.01	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.54	29.3	5.24	46.8	2.15	26.3	6.49	26.5	6.15	27.0	5.52	26.7	6.23	26.0	6.70	25.7
23:40 05/15/2017	-6.2	2.60	6.03	1.0	2.3	4.1	3.99	23.8	8.02	26.2	5.51	23.8	4.01	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.54	29.6	5.24	46.6	2.15	26.3	6.49	26.4	6.15	26.8	5.52	26.7	6.23	26.0	6.71	25.7
23:50 05/15/2017	-6.2	2.60	6.03	0.9	2.6	3.9	3.99	23.8	8.02	26.2	5.51	23.7	4.00	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.54	29.6	5.25	46.7	2.15	26.3	6.49	26.3	6.15	26.7	5.52	26.6	6.23	26.0	6.71	25.7
00:00 05/16/2017	-6.2	2.60	6.03	0.9	2.0	4.2	3.99	23.8	8.02	26.2	5.51	23.7	4.00	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.54	29.3	5.25	46.5	2.15	26.3	6.49	26.2	6.15	26.5	5.52	26.5	6.23	26.0	6.71	25.7
00:10 05/16/2017	-6.2	2.60	6.03	1.0	2.6	3.6	3.99	23.7	8.02	26.2	5.52	23.7	4.00	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.54	29.4	5.25	46.7	2.15	26.2	6.49	26.1	6.15	26.4	5.52	26.5	6.23	26.0	6.71	25.6
00:20 05/16/2017	-6.2	2.60	6.03	0.9	2.6	4.2	3.99	23.7	8.02	26.2	5.52	23.7	4.00	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.54	29.7	5.25	46.6	2.15	26.2	6.49	26.1	6.15	26.2	5.52	26.3	6.23	26.0	6.71	25.6
00:30 05/16/2017	-6.2	2.60	6.03	0.8	2.5	3.7	3.98	23.7	8.02	26.2	5.52	23.7	4.00	26.0	6.35	25.8	2.16	26.5	5.32	26.1	6.54	29.4	5.25	46.6	2.15	26.2	6.49	26.0	6.15	26.2	5.52	26.3	6.23	26.0	6.71	25.6
00:40 05/16/2017	-6.2	2.60	6.03	0.9	2.3	4.1	3.99	23.7	8.02	26.2	5.52	23.7	4.00	26.0	6.35	25.8	2.16	26.5	5.32	26.1	6.54	29.3	5.25	46.7	2.15	26.2	6.49	25.8	6.15	26.1	5.52	26.2	6.23	26.0	6.72	25.6
00:50 05/16/2017	-6.2	2.60	6.03	1.0	2.3	3.9	3.98	23.8	8.02	26.2	5.52	24.0	4.00	26.0	6.34	25.8	2.16	26.5	5.31	26.1	6.54	29.6	5.25	46.6	2.15	26.2	6.49	26.0	6.15	26.2	5.52	26.3	6.22	26.0	6.72	25.6
01:00 05/16/2017	-6.2	2.60	6.03	0.8	2.3	4.2	3.98	24.1	8.02	26.2	5.51	24.5	3.99	26.0	6.34	25.8	2.16	26.5	5.31	26.1	6.54	29.6	5.24	46.6	2.15	26.2	6.49	26.2	6.15	26.7	5.52	26.5	6.22	26.0	6.72	25.6
01:10 05/16/2017	-6.2	2.60	6.02	0.8	2.5	3.9	3.98	24.4	8.03	26.2	5.51	24.8	3.98	26.1	6.34	25.8	2.16	26.5	5.30	26.1	6.54	29.3	5.24	46.7	2.15	26.2	6.48	26.4	6.14	27.0	5.51	26.6	6.22	26.0	6.72	25.6
01:20 05/16/2017	-6.2	2.60	6.02	1.0	2.2	3.8	3.97	24.6	8.03	26.2	5.50	25.1	3.98	26.1	6.33	25.8	2.16	26.5	5.30	26.1	6.53	29.3	5.24	46.7	2.15	26.3	6.48	26.6	6.14	27.2	5.51	26.8	6.22	26.0	6.72	25.6
01:30 05/16/2017	-6.2	2.60	6.02	0.8	2.3	4.2	3.97	24.7	8.03	26.3	5.50	25.2	3.97	26.1	6.33	25.8	2.16	26.5	5.30	26.2	6.53	29.6	5.24	46.8	2.15	26.3	6.48	26.6	6.14	26.9	5.51	26.7	6.22	26.0	6.72	25.6
01:40 05/16/2017	-6.2	2.60	6.02	0.9	2.5	4.1	3.97	24.8	8.03	26.3	5.50	24.8	3.97	26.1	6.33	25.8	2.16	26.5	5.30	26.2	6.53	29.5	5.23	46.7	2.15	26.3	6.48	26.5	6.14	26.8	5.51	26.7	6.22	26.0	6.71	25.7
01:50 05/16/2017	-6.2	2.60	6.02	0.8	2.4	4.0	3.97	24.6	8.03	26.3	5.50	24.4	3.98	26.1	6.35	25.8	2.16	26.5	5.31	26.2	6.54	29.3	5.24	47.1	2.15	26.3	6.48	26.4	6.14	26.6	5.51	26.6	6.22	26.0	6.71	25.7
02:00 05/16/2017	-6.2	2.60	6.02	0.9	2.1	4.1	3.97	24.4	8.03	26.3	5.51	24.2	3.98	26.1	6.35	25.8	2.16	26.5	5.31	26.2	6.54	29.3	5.24	47.4	2.15	26.3	6.48	26.3	6.15	26.5	5.52	26.6	6.22	26.0	6.71	25.7
02:10 05/16/2017	-6.2	2.60	6.02	0.9	2.5	4.0	3.98	24.3	8.03	26.2	5.51	24.0	3.98	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.54	29.7	5.24	46.9	2.15	26.3	6.49	26.2	6.15	26.4	5.52	26.5	6.22	26.0	6.71	25.7
02:20 05/16/2017	-6.2	2.60	6.02	1.0	2.4	4.3	3.98	24.1	8.03	26.2	5.51	23.9	3.98	26.1	6.35	25.8	2.16	26.5	5.31	26.1	6.54	29.5	5.24	45.8	2.15	26.3	6.49	26.1	6.15	26.3	5.52	26.4	6.23	26.0	6.71	25.7
02:30 05/16/2017	-6.2	2.60	6.02	0.9	2.6	3.8	3.98	24.1	8.03	26.2	5.51	23.8	3.98	26.1	6.35	25.8	2.16	26.5	5.32	26.1	6.54	29.3	5.24	45.8	2.15	26.3	6.49	26.1	6.15	26.2	5.52	26.3	6.23	26.0	6.71	25.7
02:40 05/16/2017	-6.2	2.60	6.02	0.9	2.5	3.6	3.98	24.0	8.03	26.2	5.51	23.8	3.98	26.1	6.35	25.8	2.16	26.4	5.32	26.1	6.54	29.5	5.25	45.8	2.15	26.3	6.49	26.0	6.15	26.1	5.52	26.3	6.23	26.0	6.71	25.7
02:50 05/16/2017	-6.2	2.60	6.02	0.8	1.9	3.2	3.98	24.0	8.03	26.2	5.52	23.8	3.98	26.0	6.36	25.8	2.16	26.4	5.32	26.1	6.54	29.6	5.25	46.0	2.15	26.3	6.49	25.9	6.15	26.1	5.52	26.2	6.23	26.0	6.71	25.7
03:00 05/16/2017	-6.2	2.60	6.02	0.9	2.4	4.3	3.98	23.9	8.03	26.2	5.52	23.7	3.98	26.0	6.35	25.8	2.16	26.4	5.32	26.1	6.54	29.4	5.25	45.8	2.15	26.3	6.49	26.1	6.15	26.4	5.52	26.3	6.23	25.9	6.72	25.7
03:10 05/16/2017	-6.2	2.60	6.02	0.9	2.3	4.0	3.97	23.8	8.03	26.2	5.52	23.7	3.98	26.0	6.35	25.8	2.16	26.4	5.32	26.1	6.54	29.4	5.25	45.7	2.15	26.3	6.49	26.2	6.15	26.7	5.52	26.5	6.23	25.9	6.72	25.7
03:20 05/16/2017	-6.2	2.60	6.02	0.9	2.5	3.5	3.97	23.8	8.03	26.2	5.52	23.7	3.98	26.0	6.36	25.8	2.16	26.4	5.32	26.1	6.54	29.7	5.25	45.6	2.15	26.3	6.49	26.5	6.15	27.0	5.52	26.6	6.23	25.9	6.72	25.7
03:30 05/16/2017	-6.2	2.60	6.02	0.9	2.5	3.4	3.97	23.8	8.03	26.2	5.52	23.8	3.98	26.0	6.36	25.7	2.16	26.4	5.32	26.1	6.54	29.5	5.25	46.5	2.15	26.2	6.49	26.6	6.15	27.1	5.52	26.8	6.23	25.9	6.72	25.7
03:40 05/16/2017	-6.2	2.60	6.02	0.8	2.3	3.8	3.97	23.8	8.03	26.1	5.52	23.7	3.98	26.0	6.35	25.7	2.16	26.4	5.32	26.1	6.54	29.3	5.25	46.6	2.15	26.2	6.49	26.5	6.15	26.8	5.52	26.7	6.23	25.9	6.72	25.7
03:50 05/16/2017	-6.2	2.60	6.02	0.9	2.5	4.1	3.97	23.7	8.03	26.1	5.52	23.7	3.97	26.0	6.35	25.7	2.16	26.4	5.32	26.1	6.54	29.6	5.25	47.0	2.15	26.2	6.49	26.5	6.15	26.7	5.52	26.6	6.23	25.9	6.72	25.7
04:00 05/16/2017	-6.2	2.60	6.02	0.9	2.2	3.8	3.97	23.7	8.03	26.1	5.52	23.7	3.97	26.0	6.35	25.7	2.16	26.4	5.32	26.0	6.55	29.5	5.25	46.3	2.15	26.2	6.49	26.3	6.15	26.6	5.52	26.6	6.23	25.9	6.72	25.6
04:10 05/16/2017	-6.2	2.60	6.02	0.8	2.1	4.2	3.97	23.9	8.03	26.2	5.52	23.7	3.97	26.0	6.35	25.8	2.16	26.4	5.32	26.1	6.55	29.3	5.25	46.5	2.15	26.3	6.49	26.2	6.15	26.5	5.52	26.5	6.23	25.9	6.72	25.7
04:20 05/16/2017	-6.2	2.60	6.02	0.8	2.3	4.2	3.97	24.0	8.03	26.2	5.52	24.0	3.96	26.1	6.35	25.8	2.16	26.4	5.32	26.1	6.54	29.3	5.25	46.6	2.15	26.3	6.49	26.1	6.15	26.3	5.52	26.5	6.22	26.0	6.73	25.7
04:30 05/16/2017	-6.2	2.60	6.02	0.9	2.5	3.0	3.97	24.1	8.03	26.2	5.51	24.1	3.96	26.1	6.35	25.9	2.16	26.5	5.31	26.1	6.54	29.6	5.25	46.5	2.15	26.3	6.49	26.1	6.15	26.3	5.51	26.4	6.22	26.0	6.73	25.7
04:40 05/16/2017	-6.2	2.60	6.02	0.9	2.5	3.8	3.97	24.3	8.03	26.3	5.51	24.3	3.95	26.1	6.34	26.0	2.16	26.5	5.31	26.2	6.54	29.5	5.24	46.5	2.15	26.3	6.49	26.0	6.15	26.2	5.51	26.3	6.22	26.0	6.73	25.7
04:50 05/16/2017	-6.2	2.60	6.01	0.8	2.5	4.1	3.97	24.5	8.04	26.3	5.51	24.3	3.95	26.1	6.34	26.0	2.16	26.5	5.31	26.2	6.54	29.4	5.24	47.2	2.15	26.3	6.49	26.0	6.15	26.1	5.51	26.3	6.22	26.0	6.73	25.8
05:00 05/16/2017	-6.2	2.60	6.01	0.8	2.4	3.5	3.96	24.6	8.04	26.3	5.51	24.4	3.94	26.2	6.34	26.1	2.16	26.5	5.30	26.2	6.54	29.3	5.24	46.6	2.15	26.3	6.49	25.9	6.15	26.1	5.51	26.2	6.22	26.0	6.73	25.8
05:10 05/16/2017	-6.2	2.60	6.01	0.7	2.4	3.9	3.96	24.6	8.04	26.3	5.50	24.5	3.94	26.2	6.34	26.1	2.16	26.5	5.30	26.3	6.54	29.3	5.24	47.1	2.15	26.3	6.49	26.0	6.14	26.2	5.51	26.3	6.22	26.0	6.73	25.8
05:20 05/16/2017	-6.2	2.60	6.01	0.8	2.4	3.7	3.96	24.7	8.04	26.4	5.50	24.6	3.94	26.2	6.34	26.1	2.16	26.5	5.30	26.3	6.54	29.6	5.24	46.7	2.15	26.3	6.49	26.2	6.14	26.5	5.51	26.5	6.22	26.0	6.73	25.8
05:30 05/16/2017	-6.2	2.60	6.01	0.8	2.4	4.0	3.96	24.8	8.04	26.4	5.50	24.6	3.94	26.2	6.34	26.2	2.16	26.5	5.30	26.3	6.54	29.6	5.23	46.7	2.15	26.4	6.48	26.5	6.14	27.0	5.51	26.7	6.21	26.1	6.73	25.8
05:40 05/16/2017	-6.2	2.60	6.01	0.7	2.5	3.9	3.96	24.9	8.04	26.4	5.50	24.7	3.93	26.2	6.34	26.2	2.16	26.5	5.30	26.3	6.53	29.5	5.23	46.6	2.15	26.4	6.48	26.7	6.14	27.2	5.50	26.8	6.21	26.1	6.73	25.9
05:50 05/16/2017	-6.2	2.60	6.01	0.6	2.5	3.9	3.96	25.0	8.05	26.4	5.50	24.7	3.93	26.2	6.34	26.2	2.16	26.5	5.30	26.3	6.53	29.5	5.23	46.4	2.15	26.5	6.48	26.7	6.14	27.0	5.50	26.8	6.21	26.1	6.73	25.9
06:00 05/16/2017	-6.2	2.60	6.01	0.8	1.9	3.8	3.96	25.0	8.05	26.4	5.49	24.8	3.93	26.2	6.34	26.2	2.16	26.5	5.30	26.3	6.53	29.4	5.23	46.6	2.15	26.5	6.48	26.6	6.14	26.9	5.50	26.8	6.21	26.1	6.73	26.0
06:10 05/16/2017	-6.2	2.60	6.01	0.8	2.4	3.8	3.96	25.0	8.05	26.4	5.49	24.8	3.92	26.2	6.34	26.3	2.16	26.5	5.30	26.3	6.53	29.4	5.23	46.6	2.15	26.5	6.48	26.6	6.14	26.8	5.50	26.8	6.21	26.1	6.73	26.0
06:20 05/16/2017	-6.2	2.60	6.01	0.8	2.3	3.9	3.96	25.1	8.05	26.5	5.49	24.9	3.92	26.3	6.34	26.3	2.16	26.5	5.30	26.3	6.53	29.3	5.22	46.6	2.15	26.5	6.48	26.5	6.14	26.7	5.50	26.7	6.21	26.2	6.73	26.0
06:30 05/16/2017	-6.2	2.60	6.00	0.8	2.4	4.2	3.96	25.1	8.05	26.5	5.49	24.9	3.92	26.3	6.34	26.3	2.16	26.5	5.30	26.3	6.53	29.7	5.22	46.6	2.15	26.6	6.48	26.5	6.14	26.7	5.50	26.7	6.21	26.2	6.73	26.0
06:40 05/16/2017	-6.2	2.60	6.00	0.8	2.5	4.0	3.95	25.1	8.05	26.4	5.49	25.0	3.92	26.3	6.34	26.3	2.16	26.5	5.30	26.3	6.53	29.6	5.22	46.8	2.15	26.6	6.48	26.5	6.13	26.6	5.50	26.6	6.21	26.2	6.73	26.1
06:50 05/16/2017	-6.2	2.60	6.00	0.5	2.5	3.5	3.95	25.1	8.05	26.4	5.49	25.0	3.92	26.3	6.34	26.3	2.16	26.4	5.30	26.3	6.53	29.5	5.22	47.0	2.15	26.6	6.48	26.4	6.13	26.6	5.50	26.6	6.21	26.1	6.72	26.1
07:00 05/16/2017	-6.2	2.60	6.00	0.8	2.4	4.1	3.95	25.1	8.05	26.3	5.48	24.9	3.92	26.3	6.34	26.3	2.16	26.4	5.30	26.3	6.53	29.4	5.22	46.7	2.15	26.6	6.48	26.3	6.13	26.5	5.50	26.6	6.21	26.1	6.72	26.1
07:10 05/16/2017	-6.2	2.60	6.00	0.7	2.2	4.2	3.95	25.2	8.04	26.3	5.48	24.9	3.91	26.3	6.34	26.3	2.16	26.3	5.30	26.3	6.53	29.3	5.22	46.6	2.15	26.5	6.48	26.2	6.13	26.5	5.50	26.5	6.21	26.1	6.72	26.1
07:20 05/16/2017	-6.2	2.60	6.00	0.8	2.2	3.6	3.95	25.1	8.04	26.3	5.48	25.1	3.91	26.3	6.34	26.3	2.16	26.3	5.30	26.3	6.52	29.2	5.21	46.8	2.15	26.5	6.48	26.2	6.13	26.3	5.50	26.5	6.21	26.1	6.72	26.1
07:30 05/16/2017	-6.2	2.60	6.00	0.7	2.4	3.8	3.95	25.0	8.04	26.3	5.48	25.0	3.91	26.2	6.34	26.3	2.16	26.3	5.30	26.2	6.52	29.2	5.21	46.7	2.15	26.5	6.48	26.2	6.13	26.3	5.50	26.5	6.22	26.1	6.72	26.2
07:40 05/16/2017	-6.2	2.60	6.00	0.8	1.9	4.1	3.95	24.8	8.04	26.2	5.48	25.0	3.91	26.2	6.34	26.3	2.16	26.3	5.30	26.2	6.52	29.3	5.21	46.2	2.15	26.4	6.48	26.1	6.13	26.2	5.50	26.4	6.22	26.1	6.72	26.2
07:50 05/16/2017	-6.2	2.60	6.00	0.8	2.5	3.4	3.95	24.7	8.04	26.2	5.48	24.9	3.91	26.2	6.34	26.3	2.16	26.3	5.30	26.2	6.52	29.3	5.21	46.2	2.15	26.4	6.48	26.1	6.13	26.2	5.49	26.3	6.22	26.1	6.72	26.2
08:00 05/16/2017	-6.2	2.60	6.00	0.7	2.4	4.0	3.95	24.7	8.04	26.2	5.47	24.9	3.90	26.2	6.34	26.3	2.16	26.3	5.30	26.2	6.52	29.2	5.21	46.9	2.15	26.3	6.48	26.0	6.13	26.2	5.49	26.3	6.22	26.0	6.71	26.2
08:10 05/16/2017	-6.2	2.60	5.99	0.7	2.5	3.3	3.95	24.6	8.04	26.2	5.47	24.8	3.90	26.2	6.34	26.3	2.16	26.3	5.31	26.2	6.52	29.2	5.20	46.7	2.15	26.3	6.48	26.0	6.13	26.1	5.49	26.3	6.22	26.0	6.71	26.2
08:20 05/16/2017	-6.2	2.60	5.99	0.8	2.5	3.7	3.95	24.6	8.03	26.2	5.47	24.8	3.90	26.2	6.34	26.3	2.16	26.3	5.31	26.2	6.52	29.4	5.20	46.7	2.15	26.3	6.48	25.9	6.13	26.1	5.49	26.2	6.22	26.0	6.71	26.2
08:30 05/16/2017	-6.2	2.60	5.99	0.8	2.3	3.5	3.95	24.6	8.03	26.2	5.47	24.8	3.90	26.2	6.34	26.3	2.16	26.3	5.31	26.2	6.52	29.3	5.20	46.5	2.15	26.3	6.48	26.1	6.13	26.4	5.49	26.3	6.22	26.0	6.71	26.2
08:40 05/16/2017	-6.2	2.60	5.99	0.7	1.7	4.0	3.94	24.6	8.03	26.3	5.47	24.9	3.90	26.2	6.34	26.3	2.16	26.3	5.31	26.2	6.52	29.3	5.20	46.6	2.15	26.3	6.48	26.3	6.13	26.7	5.49	26.6	6.22	26.0	6.71	26.2
08:50 05/16/2017	-6.2	2.60	5.99	0.8	2.5	4.0	3.94	24.6	8.03	26.3	5.47	24.9	3.90	26.2	6.34	26.3	2.16	26.4	5.31	26.2	6.52	29.3	5.20	46.3	2.15	26.3	6.48	26.6	6.13	27.1	5.49	26.8	6.22	26.0	6.71	26.2
09:00 05/16/2017	-6.2	2.60	5.99	0.8	2.4	3.6	3.94	24.7	8.03	26.3	5.46	24.9	3.89	26.2	6.34	26.3	2.16	26.4	5.31	26.2	6.51	29.4	5.19	46.5	2.15	26.3	6.48	26.7	6.13	27.1	5.49	26.9	6.22	26.0	6.71	26.2
09:10 05/16/2017	-6.2	2.60	5.99	0.8	2.5	4.2	3.94	24.6	8.03	26.3	5.46	24.8	3.89	26.2	6.34	26.3	2.16	26.4	5.31	26.2	6.51	29.2	5.19	46.8	2.15	26.3	6.47	26.6	6.13	26.8	5.49	26.8	6.22	26.0	6.70	26.2
09:20 05/16/2017	-6.2	2.60	5.99	0.8	2.2	4.1	3.94	24.6	8.02	26.3	5.46	24.9	3.89	26.2	6.34	26.3	2.16	26.4	5.31	26.3	6.51	29.2	5.19	46.6	2.15	26.4	6.47	26.6	6.13	26.7	5.49	26.8	6.22	26.0	6.70	26.3
09:30 05/16/2017	-6.2	2.60	5.99	0.8	2.5	4.1	3.94	24.7	8.02	26.3	5.46	25.0	3.89	26.3	6.35	26.3	2.16	26.4	5.31	26.3	6.51	29.3	5.19	46.8	2.15	26.4	6.47	26.5	6.13	26.6	5.49	26.7	6.22	26.0	6.70	26.3
09:40 05/16/2017	-6.2	2.60	5.99	0.8	2.5	3.6	3.94	24.7	8.02	26.3	5.46	25.0	3.89	26.3	6.34	26.3	2.16	26.5	5.31	26.3	6.51	29.3	5.19	46.8	2.15	26.4	6.47	26.4	6.13	26.5	5.48	26.7	6.22	26.1	6.70	26.3
09:50 05/16/2017	-6.2	2.60	5.99	0.7	2.4	3.9	3.94	24.8	8.02	26.3	5.46	25.0	3.89	26.3	6.35	26.3	2.16	26.5	5.31	26.3	6.51	29.2	5.19	46.5	2.15	26.4	6.47	26.3	6.12	26.5	5.48	26.7	6.22	26.1	6.70	26.3
10:00 05/16/2017	-6.2	2.60	5.99	0.8	2.4	4.2	3.94	24.8	8.02	26.3	5.46	25.0	3.88	26.3	6.35	26.3	2.16	26.5	5.31	26.3	6.51	29.2	5.19	47.0	2.15	26.5	6.47	26.3	6.12	26.3	5.48	26.6	6.22	26.1	6.70	26.3
10:10 05/16/2017	-6.2	2.60	5.99	0.7	2.5	3.5	3.94	24.8	8.02	26.4	5.46	25.0	3.88	26.3	6.35	26.3	2.16	26.5	5.31	26.3	6.51	29.3	5.19	47.2	2.15	26.5	6.47	26.3	6.12	26.3	5.48	26.5	6.22	26.1	6.70	26.3
10:20 05/16/2017	-6.2	2.60	5.99	0.7	2.5	3.2	3.93	24.9	8.01	26.4	5.46	25.1	3.88	26.3	6.35	26.3	2.16	26.5	5.31	26.3	6.51	29.3	5.18	47.1	2.15	26.5	6.47	26.2	6.12	26.2	5.48	26.5	6.22	26.1	6.70	26.3
10:30 05/16/2017	-6.2	2.60	5.99	0.8	2.1	3.7	3.93	25.0	8.01	26.5	5.46	25.2	3.88	26.4	6.35	26.4	2.16	26.6	5.31	26.3	6.51	29.2	5.18	47.1	2.15	26.5	6.47	26.2	6.12	26.2	5.48	26.5	6.22	26.1	6.70	26.3
10:40 05/16/2017	-6.2	2.60	5.99	0.8	2.3	3.9	3.93	25.0	8.01	26.5	5.45	25.1	3.88	26.3	6.35	26.4	2.16	26.6	5.31	26.4	6.51	29.2	5.18	47.0	2.15	26.5	6.47	26.1	6.12	26.2	5.48	26.4	6.22	26.1	6.70	26.4
10:50 05/16/2017	-6.2	2.60	5.99	0.7	2.1	3.6	3.93	25.0	8.01	26.5	5.45	24.9	3.88	26.3	6.35	26.4	2.16	26.6	5.31	26.4	6.51	29.4	5.18	46.8	2.15	26.4	6.47	26.1	6.12	26.1	5.48	26.3	6.23	26.2	6.70	26.4
11:00 05/16/2017	-6.2	2.60	5.99	0.8	2.4	4.1	3.93	24.9	8.01	26.5	5.45	24.8	3.88	26.4	6.35	26.4	2.16	26.6	5.31	26.4	6.51	29.3	5.18	46.6	2.15	26.4	6.47	26.1	6.12	26.1	5.48	26.3	6.23	26.2	6.69	26.4
11:10 05/16/2017	-6.2	2.60	5.99	0.8	2.5	3.9	3.93	24.9	8.01	26.5	5.45	25.0	3.88	26.4	6.35	26.4	2.16	26.6	5.31	26.4	6.50	29.3	5.18	46.7	2.15	26.5	6.47	26.0	6.12	26.0	5.48	26.3	6.23	26.2	6.69	26.4
11:20 05/16/2017	-6.2	2.60	5.99	0.7	2.5	3.6	3.93	24.9	8.01	26.5	5.45	24.9	3.88	26.4	6.35	26.4	2.16	26.6	5.31	26.4	6.50	29.3	5.18	46.3	2.15	26.5	6.47	26.0	6.12	26.0	5.48	26.2	6.23	26.2	6.69	26.4
11:30 05/16/2017	-6.2	2.60	5.99	0.7	2.4	3.9	3.93	24.9	8.01	26.5	5.45	24.9	3.87	26.4	6.35	26.5	2.16	26.6	5.31	26.4	6.50	29.4	5.18	46.3	2.15	26.5	6.47	26.1	6.12	26.4	5.48	26.4	6.23	26.2	6.69	26.4
11:40 05/16/2017	-6.2	2.60	5.99	0.8	2.5	4.2	3.93	25.0	8.01	26.5	5.45	25.0	3.87	26.5	6.35	26.5	2.16	26.6	5.31	26.4	6.50	29.3	5.18	46.5	2.15	26.5	6.47	26.3	6.12	26.8	5.48	26.6	6.23	26.2	6.69	26.4
11:50 05/16/2017	-6.2	2.60	5.99	0.8	2.4	3.8	3.93	24.9	8.01	26.5	5.45	25.0	3.87	26.5	6.35	26.5	2.16	26.6	5.31	26.5	6.50	29.8	5.18	46.5	2.15	26.5	6.47	26.6	6.12	27.2	5.48	26.8	6.23	26.2	6.69	26.4
12:00 05/16/2017	-6.2	2.60	5.99	0.8	2.0	3.6	3.93	24.7	8.01	26.6	5.45	25.0	3.87	26.5	6.35	26.5	2.16	26.7	5.31	26.5	6.50	30.1	5.18	46.6	2.15	26.6	6.47	26.7	6.12	27.2	5.47	26.9	6.22	26.2	6.69	26.5
12:10 05/16/2017	-6.2	2.60	5.99	0.8	2.1	4.2	3.93	24.7	8.00	26.6	5.45	25.0	3.87	26.5	6.35	26.5	2.16	26.7	5.31	26.5	6.50	30.2	5.18	46.6	2.15	26.6	6.47	26.7	6.12	27.0	5.47	26.8	6.22	26.2	6.69	26.5
12:20 05/16/2017	-6.2	2.60	5.99	0.8	2.5	3.7	3.93	24.7	8.00	26.6	5.45	25.0	3.86	26.6	6.35	26.5	2.16	26.7	5.31	26.5	6.50	30.1	5.18	46.6	2.15	26.6	6.47	26.6	6.12	26.9	5.47	26.8	6.22	26.3	6.69	26.5
12:30 05/16/2017	-6.2	2.60	5.99	0.9	2.5	3.8	3.92	24.7	8.00	26.6	5.44	25.1	3.86	26.6	6.35	26.5	2.16	26.7	5.31	26.5	6.50	30.2	5.18	46.5	2.15	26.6	6.47	26.6	6.12	26.8	5.47	26.8	6.22	26.3	6.69	26.5
12:40 05/16/2017	-6.2	2.60	5.99	0.9	2.1	4.1	3.92	24.7	8.00	26.6	5.44	25.1	3.86	26.6	6.35	26.5	2.16	26.7	5.31	26.5	6.50	30.2	5.18	46.7	2.15	26.5	6.47	26.5	6.12	26.7	5.47	26.8	6.22	26.3	6.69	26.5
12:50 05/16/2017	-6.2	2.60	5.99	0.7	1.8	3.8	3.92	24.7	8.00	26.6	5.44	25.1	3.86	26.6	6.35	26.5	2.16	26.8	5.31	26.6	6.50	30.2	5.18	46.7	2.15	26.6	6.47	26.4	6.12	26.6	5.47	26.7	6.22	26.3	6.69	26.5
13:00 05/16/2017	-6.2	2.60	5.99	0.8	2.1	4.0	3.92	24.8	8.00	26.7	5.44	25.5	3.86	26.6	6.35	26.6	2.16	26.8	5.31	26.6	6.50	30.3	5.18	46.7	2.15	26.6	6.47	26.3	6.11	26.6	5.47	26.7	6.22	26.5	6.69	26.5
13:10 05/16/2017	-6.2	2.60	5.99	0.8	2.4	4.1	3.92	25.0	8.00	26.7	5.44	25.5	3.85	26.7	6.35	26.6	2.16	26.8	5.31	26.6	6.50	30.3	5.18	46.8	2.15	26.7	6.47	26.3	6.11	26.5	5.47	26.7	6.22	26.5	6.69	26.4
