  
Date	Temp	pH	pH2	Amp_3	Amp_4	Amp_5	pHx6	Tmpx6	pHx7	Tmpx7	pHx8	Tmpx8	pHx9	Tmpx9	pHx10	Tmpx10	pHx11	Tmpx11	pHx12	Tmpx12	pHx13	Tmpx13	pHx14	Tmpx14	pHx15	Tmpx15	pHx16	Tmpx16	pHx17	Tmpx17	pHx19	Tmpx19	pHx20	Tmpx20	pHx21	Tmpx21
02:40 05/14/2017	-6.2	3.35	6.05	0.9	2.6	4.0	4.28	23.8	8.02	26.0	5.49	24.4	4.44	26.3	6.34	26.4	2.47	26.4	5.29	26.0	6.59	28.1	5.27	41.7	2.15	26.2	6.54	26.0	6.20	26.2	5.73	26.2	6.14	25.9	6.78	26.1
02:50 05/14/2017	-6.2	3.33	6.05	0.9	2.5	4.2	4.27	24.1	8.02	26.0	5.48	25.1	4.43	26.2	6.32	26.4	2.45	26.4	5.27	26.0	6.57	28.2	5.26	41.7	2.15	26.2	6.54	25.9	6.19	26.1	5.72	26.2	6.13	25.9	6.78	26.1
03:00 05/14/2017	-6.2	3.32	6.05	1.0	2.5	4.3	4.27	24.4	8.03	26.0	5.48	25.3	4.42	26.2	6.32	26.3	2.44	26.4	5.26	26.0	6.57	28.2	5.25	41.8	2.15	26.2	6.53	25.9	6.19	26.1	5.72	26.2	6.13	25.9	6.78	26.1
03:10 05/14/2017	-6.2	3.53	6.05	0.9	2.4	4.3	4.27	24.6	8.03	26.0	5.47	25.2	4.42	26.2	6.31	26.3	2.43	26.4	5.25	26.0	6.57	28.2	5.25	42.1	2.15	26.2	6.53	25.8	6.18	26.1	5.72	26.2	6.13	25.9	6.78	26.1
03:20 05/14/2017	-6.2	3.53	6.05	1.0	2.6	4.2	4.27	24.5	8.03	26.0	5.47	24.7	4.43	26.2	6.32	26.2	2.45	26.3	5.26	26.0	6.57	28.2	5.25	43.2	2.15	26.2	6.53	26.0	6.19	26.5	5.72	26.3	6.14	25.9	6.78	26.1
03:30 05/14/2017	-6.2	3.52	6.05	0.8	2.6	3.3	4.27	24.4	8.03	26.0	5.48	24.4	4.43	26.2	6.32	26.1	2.46	26.3	5.27	26.0	6.57	28.2	5.26	42.1	2.15	26.2	6.54	26.2	6.19	26.8	5.72	26.5	6.14	25.9	6.77	26.1
03:40 05/14/2017	-6.2	3.52	6.05	0.8	2.4	4.0	4.27	24.2	8.03	26.0	5.48	24.2	4.43	26.1	6.32	26.1	2.46	26.3	5.27	26.0	6.57	28.2	5.26	42.2	2.15	26.2	6.54	26.5	6.19	27.1	5.72	26.7	6.14	25.9	6.77	26.1
03:50 05/14/2017	-6.2	3.52	6.05	0.8	2.5	4.3	4.27	24.1	8.03	26.0	5.49	24.1	4.43	26.1	6.32	26.0	2.46	26.3	5.27	26.0	6.57	28.2	5.26	42.3	2.15	26.2	6.54	26.5	6.19	27.0	5.73	26.7	6.14	25.9	6.77	26.1
04:00 05/14/2017	-6.2	3.52	6.05	0.9	2.3	3.9	4.27	24.0	8.03	26.0	5.49	24.1	4.43	26.1	6.32	26.0	2.46	26.3	5.27	26.0	6.58	28.2	5.26	42.4	2.15	26.2	6.54	26.4	6.19	26.8	5.73	26.7	6.16	25.8	6.77	26.1
04:10 05/14/2017	-6.2	3.52	6.05	0.9	2.5	4.2	4.27	24.1	8.03	26.0	5.49	24.1	4.43	26.1	6.32	26.0	2.45	26.2	5.27	26.0	6.58	28.2	5.26	42.2	2.15	26.2	6.54	26.3	6.19	26.7	5.72	26.6	6.16	25.9	6.77	26.1
04:20 05/14/2017	-6.2	3.50	6.05	0.9	2.6	2.9	4.27	24.1	8.03	26.0	5.48	24.2	4.42	26.1	6.32	26.0	2.43	26.3	5.27	26.0	6.57	28.2	5.26	42.7	2.15	26.2	6.54	26.3	6.19	26.6	5.72	26.6	6.15	25.9	6.77	26.1
04:30 05/14/2017	-6.2	3.49	6.05	0.9	2.3	3.6	4.26	24.2	8.03	26.1	5.48	24.3	4.42	26.1	6.32	26.0	2.42	26.3	5.27	26.0	6.57	28.3	5.25	43.5	2.15	26.2	6.53	26.2	6.19	26.5	5.72	26.5	6.15	25.9	6.77	26.1
04:40 05/14/2017	-6.2	3.48	6.05	0.9	2.6	3.5	4.26	24.2	8.03	26.1	5.48	24.4	4.41	26.1	6.32	26.0	2.42	26.3	5.26	26.1	6.57	28.3	5.25	43.5	2.15	26.3	6.53	26.2	6.19	26.4	5.72	26.5	6.15	26.0	6.77	26.1
04:50 05/14/2017	-6.2	3.47	6.05	0.9	2.6	3.9	4.26	24.3	8.04	26.1	5.47	24.5	4.41	26.1	6.31	26.0	2.41	26.3	5.26	26.1	6.57	28.3	5.25	42.5	2.15	26.3	6.53	26.1	6.19	26.3	5.71	26.5	6.15	26.0	6.77	26.1
05:00 05/14/2017	-6.2	3.46	6.05	0.8	2.2	4.2	4.26	24.4	8.04	26.1	5.47	24.6	4.41	26.1	6.31	26.1	2.40	26.3	5.26	26.1	6.57	28.3	5.25	40.5	2.15	26.3	6.53	26.1	6.18	26.3	5.71	26.4	6.15	26.0	6.77	26.1
05:10 05/14/2017	-6.2	3.45	6.04	0.9	2.2	4.2	4.26	24.5	8.04	26.1	5.47	24.7	4.40	26.1	6.31	26.1	2.40	26.3	5.25	26.1	6.57	28.4	5.23	40.5	2.15	26.3	6.53	26.1	6.18	26.2	5.71	26.4	6.15	26.0	6.77	26.2
05:20 05/14/2017	-6.2	3.45	6.04	0.9	2.4	4.1	4.25	24.6	8.04	26.2	5.47	24.8	4.40	26.1	6.31	26.1	2.39	26.3	5.25	26.2	6.57	28.4	5.23	40.5	2.15	26.3	6.53	26.0	6.18	26.2	5.71	26.3	6.15	26.0	6.77	26.2
05:30 05/14/2017	-6.2	3.44	6.04	0.8	2.5	3.9	4.25	24.6	8.04	26.2	5.47	24.8	4.40	26.1	6.31	26.1	2.39	26.3	5.25	26.2	6.57	28.5	5.23	40.5	2.15	26.4	6.53	26.0	6.18	26.2	5.71	26.3	6.15	26.0	6.77	26.2
05:40 05/14/2017	-6.2	3.44	6.04	0.9	2.3	3.6	4.25	24.7	8.04	26.2	5.46	24.9	4.40	26.2	6.31	26.1	2.40	26.3	5.25	26.2	6.56	28.5	5.23	40.4	2.15	26.3	6.53	26.0	6.18	26.2	5.71	26.3	6.15	26.0	6.77	26.2
05:50 05/14/2017	-6.2	3.43	6.04	0.8	2.3	4.3	4.25	24.7	8.04	26.3	5.46	24.9	4.39	26.2	6.31	26.1	2.39	26.3	5.25	26.2	6.56	28.5	5.22	40.5	2.15	26.3	6.52	26.0	6.18	26.1	5.71	26.3	6.15	26.0	6.77	26.2
06:00 05/14/2017	-6.2	3.43	6.04	0.9	2.2	4.1	4.25	24.7	8.04	26.3	5.46	25.0	4.39	26.2	6.31	26.2	2.39	26.3	5.25	26.2	6.56	28.5	5.22	40.6	2.15	26.4	6.52	26.0	6.17	26.1	5.70	26.3	6.15	26.0	6.77	26.2
06:10 05/14/2017	-6.2	3.43	6.04	0.8	2.4	4.2	4.25	24.7	8.04	26.3	5.46	25.0	4.38	26.2	6.31	26.2	2.39	26.3	5.25	26.2	6.56	28.5	5.22	40.8	2.15	26.5	6.52	26.0	6.17	26.2	5.70	26.3	6.15	26.1	6.77	26.2
06:20 05/14/2017	-6.2	3.43	6.03	0.8	1.9	4.2	4.25	24.8	8.04	26.3	5.46	25.0	4.38	26.2	6.31	26.2	2.38	26.3	5.25	26.2	6.56	28.5	5.22	40.8	2.15	26.5	6.52	26.2	6.17	26.6	5.70	26.5	6.15	26.1	6.77	26.2
06:30 05/14/2017	-6.2	3.43	6.03	0.9	2.5	3.5	4.24	24.8	8.04	26.3	5.46	25.0	4.38	26.3	6.31	26.2	2.38	26.3	5.25	26.3	6.56	28.6	5.22	40.8	2.15	26.5	6.52	26.5	6.17	27.0	5.70	26.7	6.15	26.1	6.76	26.2
06:40 05/14/2017	-6.2	3.42	6.03	0.8	2.5	4.1	4.24	24.8	8.04	26.3	5.45	25.1	4.38	26.3	6.31	26.2	2.38	26.4	5.25	26.3	6.56	28.6	5.21	41.6	2.15	26.5	6.52	26.7	6.17	27.2	5.70	26.8	6.15	26.1	6.76	26.2
06:50 05/14/2017	-6.2	3.42	6.03	0.8	2.3	4.1	4.24	24.8	8.04	26.3	5.45	25.1	4.38	26.3	6.31	26.2	2.38	26.3	5.25	26.3	6.56	28.6	5.21	41.6	2.15	26.5	6.52	26.7	6.17	27.0	5.70	26.8	6.15	26.1	6.76	26.2
07:00 05/14/2017	-6.2	3.42	6.03	0.9	2.6	3.9	4.24	24.8	8.04	26.3	5.45	25.1	4.37	26.3	6.31	26.2	2.37	26.3	5.25	26.3	6.56	28.6	5.21	41.7	2.15	26.5	6.52	26.6	6.17	26.9	5.70	26.8	6.15	26.1	6.76	26.2
07:10 05/14/2017	-6.2	3.42	6.03	0.9	2.5	4.1	4.24	24.8	8.04	26.3	5.45	25.1	4.37	26.3	6.31	26.2	2.37	26.3	5.25	26.3	6.56	28.6	5.21	41.9	2.15	26.5	6.52	26.6	6.17	26.8	5.70	26.8	6.15	26.1	6.76	26.2
07:20 05/14/2017	-6.2	3.42	6.03	0.9	2.3	4.2	4.24	24.8	8.04	26.3	5.44	25.0	4.37	26.3	6.31	26.2	2.37	26.3	5.25	26.3	6.55	28.6	5.21	41.8	2.15	26.5	6.52	26.6	6.17	26.8	5.69	26.8	6.15	26.1	6.76	26.2
07:30 05/14/2017	-6.2	3.42	6.03	0.7	2.4	4.0	4.24	24.7	8.03	26.3	5.44	24.9	4.37	26.3	6.31	26.2	2.37	26.3	5.25	26.3	6.55	28.6	5.20	41.6	2.15	26.5	6.52	26.5	6.17	26.7	5.69	26.7	6.15	26.0	6.75	26.2
07:40 05/14/2017	-6.2	3.41	6.03	0.7	2.5	4.0	4.23	24.7	8.03	26.2	5.44	24.9	4.36	26.3	6.31	26.2	2.37	26.3	5.25	26.2	6.55	28.6	5.20	41.7	2.15	26.5	6.51	26.4	6.17	26.6	5.69	26.7	6.15	26.0	6.75	26.2
07:50 05/14/2017	-6.2	3.41	6.03	0.6	2.5	4.0	4.23	24.7	8.03	26.2	5.44	24.9	4.36	26.2	6.31	26.2	2.36	26.2	5.25	26.2	6.55	28.5	5.20	41.6	2.15	26.4	6.51	26.3	6.17	26.5	5.69	26.7	6.15	26.0	6.75	26.1
08:00 05/14/2017	-6.2	3.40	6.02	0.8	2.2	4.2	4.23	24.7	8.03	26.2	5.44	24.9	4.36	26.2	6.31	26.2	2.36	26.2	5.25	26.2	6.55	28.5	5.20	41.7	2.15	26.4	6.51	26.3	6.16	26.5	5.69	26.6	6.15	26.0	6.75	26.1
08:10 05/14/2017	-6.2	3.40	6.02	0.8	2.2	3.3	4.23	24.7	8.03	26.2	5.44	24.8	4.36	26.2	6.31	26.2	2.36	26.1	5.25	26.2	6.55	28.5	5.20	41.8	2.15	26.4	6.51	26.3	6.16	26.5	5.69	26.6	6.15	26.0	6.75	26.1
08:20 05/14/2017	-6.2	3.39	6.02	0.9	1.9	4.1	4.23	24.7	8.03	26.2	5.44	24.8	4.36	26.2	6.31	26.2	2.36	26.1	5.26	26.2	6.55	28.5	5.20	41.8	2.15	26.4	6.51	26.2	6.16	26.4	5.69	26.6	6.15	26.0	6.75	26.1
08:30 05/14/2017	-6.2	3.39	6.02	0.8	2.5	3.8	4.23	24.6	8.02	26.1	5.44	24.8	4.36	26.2	6.31	26.2	2.36	26.1	5.26	26.2	6.55	28.4	5.19	41.8	2.15	26.3	6.51	26.2	6.16	26.3	5.69	26.5	6.16	26.0	6.75	26.1
08:40 05/14/2017	-6.2	3.38	6.02	0.8	2.2	4.2	4.23	24.6	8.02	26.1	5.44	24.8	4.35	26.2	6.31	26.1	2.36	26.1	5.26	26.2	6.55	28.5	5.19	42.0	2.15	26.3	6.51	26.1	6.16	26.3	5.69	26.5	6.16	25.9	6.74	26.1
08:50 05/14/2017	-6.2	3.38	6.02	0.8	2.2	3.8	4.22	24.6	8.02	26.1	5.43	24.9	4.35	26.2	6.32	26.1	2.36	26.1	5.26	26.2	6.55	28.5	5.19	41.8	2.15	26.3	6.51	26.1	6.16	26.2	5.68	26.5	6.16	25.9	6.74	26.0
09:00 05/14/2017	-6.2	3.37	6.02	0.7	2.2	4.2	4.22	24.7	8.02	26.1	5.43	24.8	4.35	26.2	6.32	26.1	2.35	26.1	5.26	26.2	6.54	28.5	5.19	42.1	2.15	26.3	6.51	26.1	6.16	26.2	5.68	26.4	6.16	25.9	6.74	26.0
09:10 05/14/2017	-6.2	3.37	6.02	0.9	2.5	4.1	4.22	24.6	8.02	26.1	5.43	24.7	4.35	26.2	6.32	26.1	2.35	26.1	5.26	26.1	6.54	28.5	5.19	42.0	2.15	26.3	6.51	26.0	6.16	26.2	5.68	26.4	6.16	25.9	6.74	26.0
09:20 05/14/2017	-6.2	3.36	6.02	0.8	2.5	4.0	4.22	24.6	8.02	26.1	5.43	24.8	4.35	26.2	6.32	26.1	2.35	26.1	5.26	26.1	6.54	28.5	5.18	41.9	2.15	26.3	6.51	26.0	6.16	26.1	5.68	26.3	6.16	25.8	6.74	26.0
09:30 05/14/2017	-6.2	3.36	6.02	1.0	2.2	4.0	4.22	24.6	8.01	26.1	5.43	24.8	4.34	26.2	6.32	26.1	2.35	26.1	5.26	26.1	6.54	28.5	5.18	42.0	2.15	26.4	6.50	26.0	6.16	26.1	5.68	26.3	6.16	25.8	6.73	26.0
09:40 05/14/2017	-6.2	3.35	6.02	0.9	2.6	4.1	4.22	24.6	8.01	26.1	5.43	24.8	4.34	26.2	6.32	26.1	2.35	26.1	5.26	26.1	6.54	28.5	5.18	42.0	2.15	26.4	6.50	26.0	6.16	26.3	5.68	26.4	6.16	25.8	6.73	26.0
09:50 05/14/2017	-6.2	3.34	6.02	0.9	2.4	3.6	4.22	24.6	8.01	26.1	5.42	24.8	4.34	26.2	6.32	26.1	2.35	26.1	5.26	26.1	6.54	28.5	5.18	42.1	2.15	26.3	6.50	26.3	6.16	26.7	5.68	26.6	6.16	25.8	6.73	26.0
10:00 05/14/2017	-6.2	3.34	6.02	0.9	2.5	3.9	4.22	24.6	8.01	26.1	5.42	24.8	4.34	26.1	6.32	26.1	2.35	26.1	5.26	26.1	6.54	28.5	5.18	42.1	2.15	26.3	6.50	26.6	6.15	27.0	5.68	26.8	6.16	25.8	6.73	26.0
10:10 05/14/2017	-6.2	3.33	6.02	0.9	2.5	3.9	4.21	24.8	8.01	26.1	5.42	25.0	4.34	26.1	6.32	26.1	2.35	26.1	5.26	26.1	6.54	28.4	5.18	42.2	2.15	26.3	6.50	26.7	6.15	27.1	5.68	26.9	6.16	25.8	6.73	26.0
10:20 05/14/2017	-6.2	3.33	6.02	0.9	2.5	3.6	4.21	25.0	8.01	26.1	5.42	25.0	4.33	26.1	6.32	26.1	2.35	26.1	5.26	26.1	6.54	28.4	5.18	42.2	2.15	26.3	6.50	26.6	6.15	27.0	5.67	26.9	6.16	25.8	6.73	26.0
10:30 05/14/2017	-6.2	3.32	6.02	0.9	2.4	3.7	4.21	24.9	8.01	26.1	5.42	24.8	4.33	26.1	6.32	26.1	2.35	26.1	5.26	26.1	6.53	28.4	5.17	42.2	2.15	26.3	6.50	26.6	6.15	26.8	5.67	26.8	6.16	25.8	6.73	26.0
10:40 05/14/2017	-6.2	3.32	6.02	0.9	2.5	4.2	4.21	24.8	8.01	26.1	5.42	24.7	4.33	26.1	6.32	26.1	2.35	26.1	5.26	26.1	6.53	28.4	5.17	42.4	2.15	26.3	6.50	26.5	6.15	26.7	5.67	26.8	6.16	25.8	6.72	26.0
10:50 05/14/2017	-6.2	3.32	6.02	0.9	2.3	4.0	4.21	24.7	8.00	26.1	5.42	24.7	4.33	26.1	6.32	26.1	2.35	26.1	5.26	26.1	6.53	28.4	5.17	42.4	2.15	26.2	6.50	26.5	6.15	26.6	5.67	26.8	6.16	25.8	6.72	26.0
11:00 05/14/2017	-6.2	3.31	6.02	0.8	2.1	3.5	4.21	24.7	8.00	26.1	5.42	24.7	4.33	26.1	6.32	26.1	2.35	26.1	5.26	26.1	6.53	28.4	5.17	42.2	2.15	26.2	6.50	26.4	6.15	26.6	5.67	26.7	6.16	25.8	6.72	26.0
11:10 05/14/2017	-6.2	3.31	6.02	0.8	2.6	4.0	4.20	24.7	8.00	26.1	5.42	24.8	4.32	26.1	6.32	26.1	2.34	26.1	5.26	26.1	6.53	28.4	5.17	42.3	2.15	26.2	6.50	26.3	6.15	26.5	5.67	26.7	6.16	25.8	6.72	26.0
11:20 05/14/2017	-6.2	3.30	6.02	0.9	2.5	3.7	4.20	24.7	8.00	26.1	5.40	24.8	4.32	26.1	6.32	26.1	2.34	26.1	5.26	26.1	6.53	28.4	5.17	42.5	2.15	26.2	6.50	26.3	6.15	26.5	5.67	26.6	6.16	25.8	6.72	26.0
11:30 05/14/2017	-6.2	3.30	6.02	0.9	2.3	3.7	4.20	24.7	8.00	26.1	5.40	24.8	4.32	26.1	6.32	26.1	2.34	26.1	5.26	26.1	6.53	28.4	5.17	42.3	2.15	26.2	6.50	26.2	6.15	26.4	5.67	26.6	6.16	25.8	6.72	26.0
11:40 05/14/2017	-6.2	3.29	6.02	0.8	2.6	3.9	4.20	24.7	8.00	26.1	5.40	24.8	4.32	26.1	6.32	26.1	2.34	26.1	5.26	26.1	6.53	28.4	5.16	42.4	2.15	26.2	6.49	26.2	6.15	26.3	5.67	26.6	6.16	25.9	6.72	26.0
11:50 05/14/2017	-6.2	3.29	6.02	0.9	2.2	4.2	4.20	24.6	8.00	26.1	5.40	24.8	4.32	26.2	6.32	26.1	2.34	26.1	5.26	26.1	6.53	28.4	5.16	42.3	2.15	26.2	6.49	26.1	6.15	26.3	5.66	26.5	6.16	25.9	6.71	26.0
12:00 05/14/2017	-6.2	3.28	6.02	0.9	2.1	4.0	4.20	24.6	8.00	26.1	5.40	24.8	4.32	26.2	6.33	26.1	2.34	26.1	5.26	26.1	6.53	28.4	5.16	42.3	2.15	26.2	6.49	26.1	6.15	26.2	5.66	26.5	6.16	25.9	6.71	26.0
12:10 05/14/2017	-6.2	3.28	6.02	0.8	2.2	4.1	4.20	24.5	8.00	26.1	5.40	24.6	4.32	26.2	6.33	26.1	2.34	26.2	5.26	26.1	6.53	28.3	5.16	42.0	2.15	26.2	6.49	26.1	6.15	26.2	5.66	26.5	6.17	25.9	6.71	26.0
12:20 05/14/2017	-6.2	3.27	6.02	0.8	2.4	3.8	4.19	24.5	8.00	26.1	5.40	24.7	4.31	26.2	6.33	26.1	2.34	26.2	5.26	26.1	6.52	28.4	5.16	42.1	2.15	26.2	6.49	26.0	6.15	26.2	5.66	26.4	6.17	25.9	6.71	26.0
12:30 05/14/2017	-6.2	3.27	6.02	0.9	2.4	3.7	4.19	24.5	7.99	26.1	5.40	24.7	4.31	26.2	6.33	26.1	2.34	26.2	5.26	26.1	6.52	28.4	5.16	42.2	2.15	26.2	6.49	26.0	6.14	26.1	5.66	26.3	6.17	25.9	6.71	26.1
12:40 05/14/2017	-6.2	3.26	6.02	0.8	2.6	3.8	4.19	24.5	7.99	26.2	5.40	24.7	4.31	26.2	6.33	26.1	2.34	26.2	5.26	26.1	6.52	28.4	5.16	42.2	2.15	26.2	6.49	26.0	6.14	26.1	5.66	26.3	6.17	26.0	6.71	26.1
12:50 05/14/2017	-6.2	3.26	6.02	0.7	1.7	4.1	4.19	24.5	7.99	26.2	5.40	24.7	4.31	26.2	6.33	26.1	2.34	26.2	5.26	26.1	6.52	28.4	5.16	42.2	2.15	26.2	6.49	26.0	6.14	26.3	5.66	26.3	6.17	26.0	6.70	26.1
13:00 05/14/2017	-6.2	3.25	6.02	0.8	2.4	3.8	4.19	24.6	7.99	26.2	5.39	24.8	4.30	26.2	6.33	26.1	2.33	26.2	5.26	26.1	6.52	28.4	5.15	43.1	2.15	26.2	6.49	26.3	6.14	26.6	5.66	26.5	6.17	26.0	6.70	26.1
13:10 05/14/2017	-6.2	3.24	6.02	0.9	2.5	3.9	4.19	24.6	7.99	26.2	5.39	24.8	4.30	26.2	6.33	26.1	2.33	26.2	5.26	26.1	6.52	28.4	5.15	42.2	2.15	26.2	6.49	26.5	6.14	27.0	5.65	26.7	6.17	26.0	6.70	26.1
13:20 05/14/2017	-6.2	3.24	6.02	0.7	2.4	3.8	4.19	24.7	7.99	26.2	5.39	24.8	4.30	26.2	6.33	26.1	2.33	26.2	5.26	26.2	6.52	28.4	5.15	42.2	2.15	26.3	6.48	26.7	6.14	27.1	5.65	26.9	6.17	26.0	6.70	26.1
13:30 05/14/2017	-6.2	3.23	6.02	0.8	2.3	3.9	4.19	24.7	7.99	26.2	5.39	24.7	4.30	26.2	6.33	26.1	2.33	26.3	5.26	26.2	6.52	28.5	5.15	42.1	2.15	26.3	6.48	26.7	6.14	27.0	5.65	26.9	6.17	26.0	6.70	26.1
13:40 05/14/2017	-6.2	3.23	6.02	0.8	2.5	3.3	4.19	24.7	7.98	26.2	5.39	24.7	4.30	26.2	6.33	26.1	2.33	26.3	5.26	26.2	6.52	28.5	5.15	41.6	2.15	26.3	6.48	26.6	6.14	26.8	5.65	26.8	6.17	26.0	6.70	26.1
13:50 05/14/2017	-6.2	3.22	6.02	0.7	2.5	3.8	4.18	24.7	7.98	26.2	5.39	24.7	4.30	26.2	6.33	26.1	2.33	26.3	5.26	26.2	6.52	28.5	5.15	41.9	2.15	26.3	6.48	26.6	6.14	26.7	5.65	26.8	6.17	26.0	6.70	26.2
14:00 05/14/2017	-6.2	3.22	6.02	0.8	2.5	4.2	4.18	24.7	7.98	26.3	5.39	24.7	4.29	26.2	6.33	26.2	2.33	26.3	5.26	26.2	6.51	28.5	5.15	42.8	2.15	26.3	6.48	26.5	6.14	26.7	5.65	26.8	6.17	26.1	6.69	26.2
14:10 05/14/2017	-6.2	3.22	6.02	0.8	2.5	4.1	4.18	24.7	7.98	26.3	5.39	24.7	4.29	26.2	6.33	26.2	2.33	26.4	5.26	26.2	6.51	28.5	5.15	42.1	2.15	26.3	6.48	26.5	6.13	26.6	5.65	26.7	6.17	26.1	6.69	26.2
14:20 05/14/2017	-6.2	3.21	6.02	0.9	2.4	3.7	4.18	24.7	7.98	26.3	5.39	24.7	4.29	26.2	6.33	26.2	2.33	26.4	5.26	26.2	6.51	28.6	5.15	42.1	2.15	26.3	6.48	26.5	6.13	26.6	5.65	26.7	6.17	26.1	6.69	26.2
14:30 05/14/2017	-6.2	3.21	6.02	0.8	2.5	3.8	4.18	24.7	7.98	26.3	5.39	24.6	4.29	26.3	6.33	26.2	2.33	26.4	5.26	26.2	6.51	28.6	5.14	42.0	2.15	26.4	6.48	26.3	6.13	26.5	5.64	26.7	6.17	26.1	6.69	26.2
14:40 05/14/2017	-6.2	3.20	6.02	0.8	2.5	3.9	4.18	24.7	7.98	26.3	5.39	24.6	4.29	26.3	6.33	26.2	2.33	26.4	5.26	26.3	6.51	28.6	5.14	42.6	2.15	26.4	6.48	26.3	6.13	26.5	5.64	26.6	6.17	26.1	6.69	26.2
14:50 05/14/2017	-6.2	3.20	6.02	0.8	2.0	3.6	4.18	24.7	7.98	26.3	5.39	24.6	4.29	26.3	6.33	26.2	2.33	26.4	5.26	26.3	6.51	28.6	5.14	42.8	2.15	26.4	6.48	26.2	6.13	26.4	5.64	26.6	6.17	26.1	6.69	26.2
15:00 05/14/2017	-6.2	3.19	6.02	0.9	2.5	3.9	4.17	24.6	7.98	26.3	5.39	24.6	4.29	26.3	6.33	26.2	2.33	26.5	5.27	26.3	6.51	28.6	5.14	43.1	2.15	26.4	6.48	26.2	6.13	26.3	5.64	26.6	6.17	26.1	6.69	26.2
15:10 05/14/2017	-6.2	3.19	6.02	0.8	2.6	4.2	4.17	24.6	7.98	26.3	5.39	24.5	4.29	26.3	6.33	26.2	2.33	26.5	5.27	26.3	6.51	28.6	5.14	42.0	2.15	26.4	6.48	26.2	6.13	26.3	5.64	26.5	6.17	26.1	6.69	26.2
15:20 05/14/2017	-6.2	3.18	6.03	0.9	2.3	4.2	4.17	24.6	7.96	26.3	5.39	24.5	4.28	26.3	6.33	26.2	2.33	26.5	5.27	26.3	6.51	28.6	5.14	42.1	2.15	26.5	6.48	26.1	6.13	26.2	5.64	26.5	6.17	26.1	6.68	26.2
15:30 05/14/2017	-6.2	3.18	6.03	0.9	2.2	4.2	4.17	24.6	7.97	26.3	5.39	24.4	4.28	26.3	6.33	26.2	2.33	26.5	5.27	26.3	6.51	28.6	5.14	41.7	2.15	26.5	6.48	26.1	6.13	26.2	5.64	26.5	6.18	26.1	6.68	26.2
15:40 05/14/2017	-6.2	3.17	6.03	0.9	2.5	4.1	4.17	24.5	7.97	26.3	5.39	24.3	4.28	26.3	6.33	26.2	2.33	26.5	5.27	26.3	6.51	28.6	5.14	42.2	2.15	26.5	6.48	26.0	6.13	26.1	5.64	26.4	6.18	26.1	6.68	26.2
15:50 05/14/2017	-6.2	3.17	6.03	0.9	2.2	4.0	4.17	24.5	7.97	26.3	5.39	24.3	4.28	26.3	6.33	26.2	2.33	26.5	5.27	26.3	6.51	28.6	5.14	42.2	2.15	26.5	6.48	25.9	6.13	26.1	5.63	26.2	6.18	26.1	6.68	26.2
16:00 05/14/2017	-6.2	3.17	6.03	0.9	2.1	4.2	4.17	24.5	7.97	26.3	5.39	24.3	4.28	26.3	6.34	26.2	2.33	26.5	5.27	26.3	6.51	28.4	5.14	39.5	2.15	26.5	6.48	25.9	6.13	26.1	5.63	26.3	6.18	26.1	6.68	26.2
16:10 05/14/2017	-6.2	3.16	6.03	0.9	2.5	4.1	4.17	24.3	7.97	26.3	5.39	24.2	4.28	26.2	6.34	26.1	2.34	26.5	5.27	26.3	6.51	28.3	5.14	41.3	2.15	26.4	6.48	26.1	6.13	26.5	5.63	26.5	6.18	26.0	6.68	26.2
16:20 05/14/2017	-6.2	3.16	6.03	0.9	2.3	4.2	4.17	24.1	7.97	26.3	5.39	24.1	4.29	26.2	6.34	26.1	2.34	26.4	5.29	26.2	6.51	28.3	5.14	41.5	2.15	26.4	6.48	26.3	6.14	26.8	5.64	26.6	6.18	26.0	6.68	26.2
16:30 05/14/2017	-6.2	3.16	6.04	0.9	2.5	4.0	4.17	24.0	7.97	26.2	5.39	24.0	4.29	26.2	6.34	26.0	2.36	26.4	5.29	26.2	6.51	28.3	5.14	41.5	2.15	26.4	6.48	26.6	6.14	27.1	5.64	26.7	6.19	26.0	6.67	26.2
16:40 05/14/2017	-6.2	3.16	6.04	0.8	2.6	4.0	4.17	23.9	7.97	26.2	5.40	24.0	4.30	26.2	6.34	26.0	2.36	26.4	5.29	26.2	6.51	28.3	5.15	42.0	2.15	26.3	6.48	26.6	6.14	27.0	5.64	26.8	6.19	26.0	6.67	26.2
16:50 05/14/2017	-6.2	3.15	6.04	0.9	2.4	4.2	4.17	23.8	7.96	26.2	5.40	23.8	4.30	26.1	6.35	25.9	2.36	26.3	5.30	26.2	6.51	28.3	5.15	43.1	2.15	26.3	6.48	26.5	6.14	26.8	5.64	26.7	6.19	26.0	6.67	26.2
17:00 05/14/2017	-6.2	3.15	6.04	0.9	2.1	3.9	4.17	23.7	7.96	26.1	5.40	23.6	4.30	26.1	6.35	25.9	2.37	26.3	5.30	26.1	6.51	28.3	5.15	42.1	2.15	26.3	6.48	26.4	6.14	26.7	5.64	26.6	6.19	26.0	6.67	26.2
17:10 05/14/2017	-6.2	3.15	6.04	0.9	2.6	3.9	4.17	23.6	7.96	26.1	5.41	23.5	4.30	26.0	6.35	25.8	2.38	26.3	5.30	26.1	6.51	28.3	5.15	41.9	2.15	26.3	6.48	26.3	6.14	26.5	5.64	26.5	6.20	26.0	6.67	26.2
