Picture,FragID,Genotype,file,AOI,Tank
9,1723E,1723,9 1745_1753,10,T2
10,1759G,1759,10 1759_1757,1,T2
10,1753C,1753,10 1759_1757,2,T2
10,1741H,1741,10 1759_1757,3,T2
10,1726E,1726,10 1759_1757,4,T2
10,1751K,1751,10 1759_1757,5,T2
10,1727C,1727,10 1759_1757,6,T2
10,1751A,1751,10 1759_1757,7,T2
10,1751J,1751,10 1759_1757,8,T2
10,1743L,1743,10 1759_1757,9,T2
11,1737O,1737,11 1737_1739,1,T2
11,1729O,1729,11 1737_1739,2,T2
11,1727H,1727,11 1737_1739,3,T2
11,1735L,1735,11 1737_1739,4,T2
11,1759D,1759,11 1737_1739,5,T2
11,1755F,1755,11 1737_1739,6,T2
11,1757F,1757,11 1737_1739,7,T2
11,1743G,1743,11 1737_1739,8,T2
11,1747B,1747,11 1737_1739,9,T2
11,1736N,1736,11 1737_1739,10,T2
12,1748H,1748,12 1748_1752,1,T2
12,1752D,1752,12 1748_1752,2,T2
12,1728D,1728,12 1748_1752,3,T2
12,1728B,1728,12 1748_1752,4,T2
12,1748C,1748,12 1748_1752,5,T2
12,1733A,1733,12 1748_1752,6,T2
12,1725G,1725,12 1748_1752,7,T2
12,1731O,1731,12 1748_1752,8,T2
12,1737C,1737,12 1748_1752,9,T2
12,1741J,1741,12 1748_1752,10,T2
13,1750D,1750,13 1750_1738,1,T2
13,1738I,1738,13 1750_1738,2,T2
13,1721E,1721,13 1750_1738,3,T2
13,1732C,1732,13 1750_1738,4,T2
13,1727M,1727,13 1750_1738,5,T2
13,1734D,1734,13 1750_1738,6,T2
13,1721B,1721,13 1750_1738,7,T2
14,1722B,1722,14 1722_1747,1,T2
14,1747D,1747,14 1722_1747,2,T2
14,1722L,1722,14 1722_1747,3,T2
14,1735H,1735,14 1722_1747,4,T2
15,1757A,1757,15 1757_1759,1,T3
15,1759M,1759,15 1757_1759,2,T3
15,1737N,1737,15 1757_1759,3,T3
15,1727B,1727,15 1757_1759,4,T3
15,1731B,1731,15 1757_1759,5,T3
15,1745H,1745,15 1757_1759,6,T3
15,1735F,1735,15 1757_1759,7,T3
15,1753L,1753,15 1757_1759,8,T3
15,1752N,1752,15 1757_1759,9,T3
15,1745K,1745,15 1757_1759,10,T3
16,1747F,1747,16 1747_1722,1,T3
16,1722K,1722,16 1747_1722,2,T3
16,1755L,1755,16 1747_1722,3,T3
16,1748G,1748,16 1747_1722,4,T3
16,1735A,1735,16 1747_1722,5,T3
16,1753J,1753,16 1747_1722,6,T3
16,1726G,1726,16 1747_1722,7,T3
16,1739L,1739,16 1747_1722,8,T3
16,1722M,1722,16 1747_1722,9,T3
17,1759O,1759,17 1759_1757_2,1,T3
17,1753O,1753,17 1759_1757_2,2,T3
17,1737L,1737,17 1759_1757_2,3,T3
17,1733H,1733,17 1759_1757_2,4,T3
17,1735I,1735,17 1759_1757_2,5,T3
17,1757B,1757,17 1759_1757_2,6,T3
17,1731E,1731,17 1759_1757_2,7,T3
17,1737I,1737,17 1759_1757_2,8,T3
18,1728L,1728,18 1728_1728,1,T3
18,1728E,1728,18 1728_1728,2,T3
18,1743O,1743,18 1728_1728,3,T3
18,1752A,1752,18 1728_1728,4,T3
18,1725C,1725,18 1728_1728,5,T3
18,1729K,1729,18 1728_1728,6,T3
18,1736O,1736,18 1728_1728,7,T3
18,1728O,1728,18 1728_1728,8,T3
18,1733C,1733,18 1728_1728,9,T3
19,1727J,1727,19 1727_1738_2,1,T3
19,1738J,1738,19 1727_1738_2,2,T3
19,1738K,1738,19 1727_1738_2,3,T3
19,1721L,1721,19 1727_1738_2,4,T3
19,1755A,1755,19 1727_1738_2,5,T3
19,1732L,1732,19 1727_1738_2,6,T3
20,1758L,1758,20 1758_1748,1,T3
20,1748J,1748,20 1758_1748,2,T3
20,1747J,1747,20 1758_1748,3,T3
20,1722O,1722,20 1758_1748,4,T3
20,1750L,1750,20 1758_1748,5,T3
21,1721C,1721,21 1721_1721,1,T3
21,1721K,1721,21 1721_1721,2,T3
22,1727D,1727,22 1727_1732,1,T3
22,1732K,1732,22 1727_1732,2,T3
23,1758H,1758,23 1758,1,T3
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
